KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ミスジスズメダイ,Amblypomacentrus tricinctus (Allen & Randall 1974),"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Tang et al (2021) Ichthyol & Herpetol 109:258-318，ルリスズメダイ属ChrysipteraからAmblypomacentrusに変属（tricincta→tricinctus）；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ミスジスズメダイ属）；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；萩原（2022）横須賀市博物館資料集46:1-127，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Misujisuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ヤノリボンスズメダイ,Neopomacentrus anabatoides (Bleeker 1847),"
古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族リボンスズメダイ属）
",Yanoribonsuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ビオラリボンスズメダイ,Neopomacentrus azysron (Bleeker 1877),"
古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族リボンスズメダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Bioraribonsuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",クロリボンスズメダイ,Neopomacentrus cyanomos (Bleeker 1856),"
三浦（2012）「知念市場の魚」，沖縄島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島
",Kuroribonsuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",リボンスズメダイ,Neopomacentrus taeniurus (Bleeker 1856),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族リボンスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島
",Ribonsuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",スミレスズメダイ,Neopomacentrus violascens (Bleeker 1848),"
古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族リボンスズメダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Sumiresuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",モンツキスズメダイ,Pomacentrus alexanderae Evermann & Seale 1907,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島
",Montsukisuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ニセネッタイスズメダイ,Pomacentrus amboinensis Bleeker 1868,"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Inoue et al (2020) Ichthyol Res doi:10.1007/s10228-020-00775-1，西表島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島
",Nisenettaisuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",メガネスズメダイ,Pomacentrus bankanensis Bleeker 1854,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；出羽ほか（2022）Ichthy, Nat Hist Fish Jpn 27:15-31，大隅諸島黒島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Meganesuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",オジロスズメダイ,Pomacentrus chrysurus Cuvier 1830,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Ojirosuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ソラスズメダイ,Pomacentrus coelestis Jordan & Starks 1901,"
本村ほか（2013）「硫黄島・竹島の魚類」；大河ほか（2014）黒潮の資源海洋研究15:95-104，高知県；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Koeda et al (2016) Fishes of Yonaguni，与那国島；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；百田・宗原（2017）北大水産紀要59:1-17，函館市臼尻；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Koeda & Akita (2018) Fauna Ryukyuana 41:1-9，与那国島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；吉郷（2019）ホシザキグリーン財団研究報告22:191-202，島根県；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；井上ほか（2021）Ichthy, Nat Hist Fish Jpn 10:21-38，高知市；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島・黒島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；栗原ほか（2022）「延岡水辺の生き物案内」，宮崎県延岡市；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾
",Sorasuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",アサドスズメダイ,Pomacentrus lepidogenys Fowler & Bean 1928,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；田中ほか（2020）神奈川県立博物館研究報告（自然科学）49:107-118，渡嘉敷島渡嘉志久湾；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Asadosuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ネッタイスズメダイ,Pomacentrus moluccensis Bleeker 1853,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；下瀬（2021）「沖縄さかな図鑑」，沖縄県；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；藤原ほか（2022）Ichthy, Nat Hist Fish Jpn 17:88-94，喜界島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島
",Nettaisuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ナガサキスズメダイ,Pomacentrus nagasakiensis Tanaka 1917,"
三浦（2012）「知念市場の魚」，沖縄島；本村ほか（2013）「硫黄島・竹島の魚類」；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；藤原ほか（2020）Ichthy, Nat Hist Fish Jpn 3:30-40，沖永良部島；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；出羽ほか（2022）Ichthy, Nat Hist Fish Jpn 27:15-31，大隅諸島黒島；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，長崎県；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾
",Nagasakisuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ニセモンツキスズメダイ,Pomacentrus nigromarginatus Allen 1973,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島
",Nisemontsukisuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",クジャクスズメダイ,Pomacentrus pavo (Bloch 1787),"
古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）
",Kujakusuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",フィリピンスズメダイ,Pomacentrus philippinus Evermann & Seale 1907,"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；Allen et al (2022)Aqua, Inter J Ichthyol 28:1-28，アンダマン海の集団はPomacentrus umbratilusで、P. philippinusは西太平洋とオーストラリア北西部のみに分布；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Firipinsuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",ミナミイソスズメダイ,Pomacentrus sp.,"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；田中ほか（2020）神奈川県立博物館研究報告（自然科学）49:107-118，渡嘉敷島渡嘉志久湾；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島
",Minamiisosuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",スミゾメスズメダイ,Pomacentrus taeniometopon Bleeker 1852,"
武内ほか（2011）近畿大学農学部紀要44:63-87，石垣島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；下瀬（2021）「沖縄さかな図鑑」，沖縄県；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；井藤ほか（2024）徳島県立博物館研究報告34:41-64，徳島県伊勢田川
",Sumizomesuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",オリオンスズメダイ,Pomacentrus tripunctatus Cuvier 1830,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）
",Orionsuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",クロメガネスズメダイ,Pomacentrus vaiuli Jordan & Seale 1906,"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；田中ほか（2020）神奈川県立博物館研究報告（自然科学）49:107-118，渡嘉敷島渡嘉志久湾；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族ソラスズメダイ属）；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Kuromeganesuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",オキスズメダイ,Pristotis obtusirostris (Günther 1862),"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族オキスズメダイ属）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島
",Okisuzumedai
270,スズメダイ科,"Pomacentridae
Pomacentrinae
Pomacentrini",スジスズメダイ,Teixeirichthys jordani (Rutter 1897),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；小枝ほか（2018）「内之浦の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；古橋・本村（2021）Ichthy, Nat Hist Fish Jpn 10:60-74，高次分類群の標準和名（ソラスズメダイ亜科ソラスズメダイ族スジスズメダイ属）；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Sujisuzumedai
271,シマイサキ科,Terapontidae,ニセシマイサキ,Datnia argenteus Cuvier 1829,"
Kottelate (2000) J South Asian Nat Hist 5:91-94，MesopristesはDatniaの新参異名；中村ほか（2014）日本生物地理学会会報69:45-56，西表島浦内川；吉郷（2019）比和科学博物館研究報告60:119-147，西表島；福地ほか（2021）Ichthy, Nat Hist Fish Jpn 12:8-11，沖縄島北西部
",Niseshimaisaki
271,シマイサキ科,Terapontidae,ヨコシマイサキ,Datnia cancellatus Cuvier 1829,"
Kottelate (2000) J South Asian Nat Hist 5:91-94，MesopristesはDatniaの新参異名；中村ほか（2014）日本生物地理学会会報69:45-56，西表島浦内川；吉郷（2019）比和科学博物館研究報告60:119-147，西表島
",Yokoshimaisaki
271,シマイサキ科,Terapontidae,シミズシマイサキ,"Datnia iravi (Yoshino, Yoshigou & Senou 2002)","
Kottelate (2000) J South Asian Nat Hist 5:91-94，MesopristesはDatniaの新参異名；中村ほか（2014）日本生物地理学会会報69:45-56，西表島浦内川；吉郷（2019）比和科学博物館研究報告60:119-147，西表島
",Shimizushimaisaki
271,シマイサキ科,Terapontidae,ヨスジシマイサキ,Pelates quadrilineatus (Bloch 1790),"
三浦（2012）「知念市場の魚」，沖縄島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；村瀬ほか（2019）「門川の魚類」；吉郷（2019）比和科学博物館研究報告60:119-147，沖縄島；下瀬（2021）「沖縄さかな図鑑」，沖縄県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町
",Yosujishimaisaki
271,シマイサキ科,Terapontidae,シマイサキ,Rhynchopelates oxyrhynchus (Temminck & Schlegel 1843),"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；藤井（2009）佐賀自然史研究15:21-25，佐賀県伊万里市佐代川河口；松沼ほか（2010）Nat Kagoshima 36:79-87，上甑島汽水湖群；武内ほか（2011）近畿大学農学部紀要44:63-87，和歌山県；平嶋・丸山（2012）南紀生物54:24-30，和歌山県和歌川河口；畑ほか（2012）Nat Kagoshima 38:19-38，甑島列島，薩摩半島西岸，鹿児島湾，大隅半島東岸；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；辻（2015）徳島県立博物館研究報告25:1-24，愛媛県岩松川；松沼ほか（2016）「鹿児島市の川魚」，鹿児島市，大隅半島東岸；辻・松田（2016）南予生物18:1-25，愛媛県八幡浜市；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；吉郷（2019）比和科学博物館研究報告60:119-147，京都府，広島県，島根県，山口県，愛媛県，高知県，福岡県，長崎県，沖縄県（久米島）；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；荒尾ほか（2020）神奈川自然誌資料41:61-70，東京湾；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；本村ほか（2020）「高尾野川河口の生きもの」；小枝ほか（2020）「大隅市場魚類図鑑」；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；井上ほか（2021）Ichthy, Nat Hist Fish Jpn 10:21-38，高知市；Itsukushima & Kano (2021) Biodivers Data J 9:367168，千葉県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；荒川（2021）のと海洋ふれあいセンター研究報告27:9-23，能登半島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；井藤ほか（2024）徳島県立博物館研究報告34:41-64，徳島県伊勢田川；星野（2024）中津干潟の魚類in中津干潟レポート2023，大分県中津市；樋之口ほか（2024）「錦江湾奥　干潟の生き物図鑑 改訂版」，鹿児島湾北部；金子ほか（2024）茨城県自然博物館研究報告27:77-88，茨城県
",Shimaisaki
